,name,category,labels,resource,github_id,license,description,github_url,homepage,created_at,updated_at,last_commit_pushed_at,commit_count,fork_count,open_issue_count,star_count,contributor_count,projectrank,show,docs_url,watchers_count,pr_count,closed_issue_count,latest_stable_release_published_at,latest_stable_release_number,release_count,recent_commit_count,pypi_id,conda_id,github_release_downloads,monthly_downloads,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,trending,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_pulls,dockerhub_stars,updated_github_id
89,PowerFlows.jl,steady-state,"['gha', 'julia', 'lab']",,NREL-Sienna/PowerFlows.jl,BSD-3,Collection of Power Flow solution; NREL Sienna.,https://github.com/NREL-Sienna/PowerFlows.jl,https://www.nrel.gov/analysis/sienna.html,2022-03-08 18:40:14,2026-01-29 17:54:34.000,2026-01-28 01:28:11,178.0,24.0,56.0,27.0,13.0,16,True,https://nrel-sienna.github.io/PowerFlows.jl/dev/,4.0,156.0,98.0,2025-12-10 01:53:19.000,0.13.1,21.0,27.0,,,,,,,,,,,,,,3.0,,,,,,,
90,Clarabel.jl,ops,"['gha', 'julia', 'university']",,oxfordcontrol/Clarabel.jl,Apache-2.0,Interior-point solver for convex conic optimisation in Julia.,https://github.com/oxfordcontrol/Clarabel.jl,https://github.com/oxfordcontrol/Clarabel.jl,2021-11-09 14:28:22,2026-01-05 09:04:40.000,2025-08-25 13:49:06,915.0,26.0,11.0,247.0,12.0,15,True,https://clarabel.org,4.0,152.0,61.0,2025-05-23 18:28:14.000,0.11.0,17.0,,,,,,,,,,,,,,,3.0,,,,,,,
91,PowerSimulationsDynamics.jl,phasor,"['gha', 'julia', 'lab']",,NREL-Sienna/PowerSimulationsDynamics.jl,BSD-3,Dynamic Power System simulations; NREL Sienna.,https://github.com/NREL-Sienna/PowerSimulationsDynamics.jl,https://www.nrel.gov/analysis/sienna.html,2020-07-16 19:36:16,2026-01-13 01:05:45.000,2025-11-10 05:50:54,2415.0,57.0,51.0,214.0,16.0,15,True,https://nrel-sienna.github.io/PowerSimulationsDynamics.jl/stable,9.0,249.0,94.0,2025-07-09 18:08:11.000,0.15.0,42.0,1.0,,,,,,,,,,,,,,2.0,,,,,,,
92,GasModels.jl,gasnet,"['gha', 'julia', 'lab']",,lanl-ansi/GasModels.jl,BSD-3,Gas Network Optimization.,https://github.com/lanl-ansi/GasModels.jl,https://github.com/lanl-ansi/GasModels.jl,2016-08-29 16:01:10,2026-01-27 18:49:48.000,2026-01-08 21:17:57,1131.0,20.0,48.0,77.0,18.0,15,True,https://lanl-ansi.github.io/GasModels.jl/latest/,9.0,129.0,118.0,2025-10-01 14:24:28.000,0.10.6,27.0,7.0,,,,,,,,,,,,,,3.0,,,,,,,
93,dGen,dataman,"['gha', 'python', 'jupyter', 'lab']",,NREL/dgen,BSD-3,The Distributed Generation Market Demand (dGen) model.,https://github.com/NatLabRockies/dgen,https://github.com/NatLabRockies/dgen,2020-04-15 15:51:02,2026-01-23 00:17:19.000,2025-12-03 20:11:34,256.0,167.0,30.0,72.0,13.0,15,True,https://nrel.github.io/dgen/,15.0,32.0,21.0,2024-12-18 17:32:05.000,2.0.0,2.0,8.0,,,,,,,,,,,,,,3.0,,,,,,,NatLabRockies/dgen
94,ExaModels,opl,"['gha', 'julia', 'university']",,exanauts/ExaModels.jl,MIT,"An algebraic modeling and automatic differentiation tool in Julia Language, specialized for SIMD abstraction of..",https://github.com/exanauts/ExaModels.jl,https://github.com/exanauts/ExaModels.jl,2023-03-28 20:02:20,2026-01-29 15:51:25.000,2026-01-05 19:41:12,172.0,8.0,7.0,71.0,11.0,15,True,https://exanauts.github.io/ExaModels.jl/stable/,3.0,164.0,33.0,2025-12-15 20:37:36.000,0.9.3,12.0,11.0,,,,,,,,,,,,,,3.0,,,,,,,
95,GridPACK,phasor,"['c', 'python', 'lab']",,GridOPTICS/GridPACK,https://github.com/GridOPTICS/GridPACK/blob/develop/docs/markdown/LICENSE.md,High-Performance Electric Grid Simulation.,https://github.com/GridOPTICS/GridPACK,https://gridpack.pnnl.gov/wiki/index.php/Main_Page,2014-07-22 21:01:57,2026-01-29 17:13:43.000,2026-01-28 21:59:21,3167.0,24.0,26.0,59.0,58.0,15,True,https://github.com/GridOPTICS/GridPACK/blob/develop/docs/user_manual/GridPACK.pdf,15.0,109.0,111.0,2025-09-30 19:19:17.000,3.5,6.0,7.0,,,654.0,6.0,,,,,,,,,,2.0,,,,,,,
96,powerfactory-tools,intf,"['pypi', 'python', 'university', 'jupyter', 'gha']",,ieeh-tu-dresden/powerfactory-tools,BSD-3,Python toolbox for control of DIgSILENT PowerFactory.,https://github.com/ieeh-tu-dresden/powerfactory-tools,https://github.com/ieeh-tu-dresden/powerfactory-tools,2022-08-31 07:29:54,2025-12-19 11:57:56.000,2025-12-19 11:57:56,155.0,8.0,18.0,42.0,4.0,15,True,,2.0,131.0,168.0,2025-12-03 08:59:32.000,3.3.1,24.0,3.0,ieeh-powerfactory-tools,,376.0,135.0,2.0,2.0,https://pypi.org/project/ieeh-powerfactory-tools,2025-12-03 08:59:27.000,,126.0,,,,2.0,-1.0,,,,,,
97,AltDSS/DSS C-API,intf,"['gha', 'volunteer']",,dss-extensions/dss_capi,BSD-3,a plain C interface to OpenDSS.,https://github.com/dss-extensions/dss_capi,https://dss-extensions.org/,2017-12-18 14:45:11,2025-10-26 23:31:43.000,2024-07-11 18:58:44,2411.0,15.0,16.0,37.0,8.0,15,True,https://dss-extensions.org/dss-extensions/pascal/,6.0,12.0,104.0,2024-03-29 04:28:39.000,0.14.5,68.0,,,,31515.0,331.0,,,,,,,,,,2.0,,,,,,,
98,ReEDS-2.0,steady-state,"['python', 'gha', 'lab']",,NREL/ReEDS-2.0,GPL-3.0,Capacity planning and dispatch model.,https://github.com/NatLabRockies/ReEDS-2.0,https://www.nrel.gov/analysis/reeds/,2019-05-28 15:57:01,2026-01-29 15:34:54.000,2025-11-25 17:35:20,114.0,78.0,8.0,167.0,14.0,14,True,https://www.nrel.gov/docs/fy21osti/78195.pdf,130.0,50.0,22.0,2025-11-25 17:36:35.000,2025.7.0,16.0,2.0,,,,,,,,,,,,,,3.0,,,,,,,NatLabRockies/ReEDS-2.0
99,Xyce,phasor,"['pypi', 'conda', 'jupyter', 'python', 'lab']",,Xyce/Xyce,GPL-3,The Xyce Parallel Electronic Simulator.,https://github.com/Xyce/Xyce,https://xyce.sandia.gov/,2019-05-09 15:56:12,2026-01-26 18:14:22.000,2026-01-26 17:25:29,266.0,13.0,39.0,112.0,8.0,14,True,https://xyce.sandia.gov/documentation-tutorials/,12.0,12.0,78.0,2025-07-21 19:17:59.000,Release-7.10.0,14.0,56.0,xyce,vlsida-eda/xyce,1092.0,142.0,,,https://pypi.org/project/xyce,2022-01-05 14:07:36.000,,15.0,https://anaconda.org/vlsida-eda/xyce,2025-03-25 16:27:12.035,4128.0,2.0,,,,,,,
100,ExaGO,steady-state,"['gha', 'jupyter', 'c', 'python', 'lab']",,pnnl/ExaGO,BSD-3,Large-scale power grid optimization.,https://github.com/pnnl/ExaGO,https://www.gridpath.io/,2023-08-02 21:05:34,2026-01-29 18:49:29.000,2026-01-15 20:32:43,1165.0,17.0,55.0,93.0,33.0,14,True,https://github.com/pnnl/ExaGO/blob/develop/docs/manual/manual.pdf,10.0,94.0,47.0,2023-10-25 18:01:10.000,1.6.0,1.0,9.0,,,,,,,,,,,,,,3.0,,,,,,,
101,STEPS,phasor,"['c', 'python', 'university']",,changgang/steps,MIT,Balanced large-scale AC-DC hybrid power system analysis.,https://github.com/changgang/steps,https://github.com/changgang/steps,2019-08-24 12:09:47,2025-09-17 05:34:32.000,2025-09-16 08:57:39,682.0,22.0,1.0,63.0,8.0,14,True,https://github.com/changgang/steps/wiki/,6.0,,2.0,2024-09-22 02:32:39.000,2.2.1,44.0,,stepspy,,63.0,340.0,7.0,7.0,https://pypi.org/project/stepspy,2024-09-22 02:32:39.000,,340.0,,,,2.0,,,,,,,
102,PyDSS,intf,"['gha', 'pypi', 'python', 'lab']",,NREL/PyDSS,BSD-3,A Python wrapper for OpenDSS.,https://github.com/NatLabRockies/PyDSS,https://www.nrel.gov/grid/pydss.html,2018-10-16 15:59:07,2026-01-26 16:52:51.000,2026-01-26 16:52:51,959.0,27.0,14.0,39.0,23.0,14,True,https://nrel.github.io/PyDSS/index.html,6.0,122.0,16.0,2024-05-29 18:05:37.000,3.1.7,21.0,1.0,pydss,,,37.0,2.0,2.0,https://pypi.org/project/pydss,2011-08-17 20:40:53.000,,37.0,,,,2.0,-1.0,,,,,,NatLabRockies/PyDSS
103,PowerGraphics.jl,vis,"['gha', 'julia', 'jupyter', 'lab']",,NREL-Sienna/powergraphics.jl,BSD-3,Visualization for PowerSimulations; NREL Sienna.,https://github.com/NREL-Sienna/PowerGraphics.jl,https://www.nrel.gov/analysis/sienna.html,2020-02-19 23:29:27,2026-01-15 06:00:02.000,2025-12-08 14:58:17,607.0,19.0,17.0,32.0,11.0,14,True,https://nrel-sienna.github.io/PowerGraphics.jl/stable/,7.0,87.0,24.0,2025-12-08 15:22:55.000,0.21.0,44.0,6.0,,,,,,,,,,,,,,3.0,,,,,,,
104,matpower-pip,intf,"['gha', 'pypi', 'python', 'university']",,yasirroni/matpower-pip,MIT,Easy Python Access to MATPOWER.,https://github.com/yasirroni/matpower-pip,https://github.com/yasirroni/matpower-pip,2021-12-27 15:47:13,2026-01-16 00:00:45.000,2026-01-12 19:26:49,213.0,3.0,7.0,26.0,2.0,14,True,,2.0,12.0,15.0,2024-06-12 17:51:04.000,2.1.8,25.0,3.0,matpower,,,326.0,13.0,11.0,https://pypi.org/project/matpower,2025-09-14 22:49:05.000,2.0,326.0,,,,2.0,,,,,,,
105,PowerSystems,phasor,"['modelica', 'non-profit']",,modelica-3rdparty/PowerSystems,https://modelica.org/licenses/ModelicaLicense2/,Modelica 3rd party library for electrical power systems.,https://github.com/modelica-3rdparty/PowerSystems,https://github.com/modelica-3rdparty/PowerSystems,2013-04-19 08:46:45,2024-05-07 09:11:07.000,2024-05-07 08:58:45,190.0,37.0,14.0,76.0,10.0,13,True,https://build.openmodelica.org/Documentation/PowerSystems.html,29.0,17.0,27.0,2024-05-07 09:11:07.000,2.0.0,7.0,,,,,,,,,,,,,,,3.0,,,,,,,
106,KVXOPT,opl,"['gha', 'pypi', 'conda', 'python', 'volunteer']",,sanurielf/kvxopt,GPL-3,CVXOPT with more wrappers suite-sparse.,https://github.com/kvxopt/kvxopt,https://github.com/kvxopt/kvxopt,2014-03-17 19:08:31,2025-10-29 14:57:07.859,2025-10-26 16:38:19,303.0,1.0,,13.0,16.0,13,True,https://sanurielf.github.io/kvxopt/userguide/,2.0,8.0,7.0,2025-10-26 15:10:51.000,1.3.2.3,21.0,,kvxopt,conda-forge/kvxopt,,10795.0,14.0,,https://pypi.org/project/kvxopt,2025-10-26 17:35:06.000,14.0,2963.0,https://anaconda.org/conda-forge/kvxopt,2025-10-29 14:57:07.859,399454.0,3.0,,,,,,,kvxopt/kvxopt
107,EnergyDataModel,data,"['pypi', 'python', 'jupyter', 'gha', 'for-profit']",,rebase-energy/EnergyDataModel,MIT,Represent energy systems as Python data classes.,https://github.com/rebase-energy/EnergyDataModel,https://www.energydatamodel.org/,2023-12-23 11:12:27,2025-10-05 07:52:33.000,2025-04-07 08:14:27,97.0,5.0,1.0,69.0,3.0,12,True,https://docs.energydatamodel.org/en/latest/,4.0,2.0,,2025-10-05 07:52:33.000,0.0.4,4.0,,energydatamodel,,,56.0,2.0,,https://pypi.org/project/energydatamodel,2025-10-05 07:52:33.000,2.0,56.0,,,,3.0,,,,,,,
108,CIMTool,intf,"['gha', 'java', 'non-profit']",,CIMug-org/CIMTool,LGPL-2.1,CIMugs CIMTool for the CIM.,https://github.com/cimug-org/CIMTool,https://github.com/cimug-org/CIMTool,2020-04-14 18:23:49,2025-10-01 20:42:19.000,2025-05-05 17:00:29,485.0,9.0,42.0,64.0,17.0,12,True,http://cimtool.ucaiug.io/,15.0,110.0,78.0,2024-10-02 05:23:38.000,2.2.0,12.0,,,,3182.0,46.0,,,,,,,,,,3.0,,,,,,,
109,MOST,steady-state,"['gha', 'octave', 'university']",,MATPOWER/most,BSD-3,MATPOWER Optimal Scheduling Tool.,https://github.com/MATPOWER/most,https://matpower.org/,2016-12-16 19:10:43,2025-07-12 21:36:49.000,2025-07-12 21:01:12,246.0,14.0,8.0,38.0,,12,True,https://github.com/MATPOWER/most/blob/master/docs/MOST-manual.pdf,4.0,9.0,37.0,2025-07-12 21:38:08.000,1.3.1,6.0,,,,,,,,,,,,,,,3.0,,,,,,,
110,grg-pssedata,intf,"['pypi', 'python', 'lab']",,lanl-ansi/grg-pssedata,BSD-3,Python tools for working with PSSE v33 data files.,https://github.com/lanl-ansi/grg-pssedata,https://github.com/lanl-ansi/grg-pssedata,2018-05-26 20:24:25,2020-12-15 03:35:19.000,2020-12-14 22:39:36,35.0,15.0,3.0,33.0,3.0,12,True,https://grg-pssedata.readthedocs.io/en/stable/,5.0,5.0,10.0,2020-12-15 03:35:19.000,0.1.4,7.0,,grg-pssedata,,,26.0,8.0,7.0,https://pypi.org/project/grg-pssedata,2020-12-15 03:35:19.000,1.0,26.0,,,,3.0,,,,,,,
111,OpenDSSDirect.jl,intf,"['gha', 'julia', 'volunteer']",,dss-extensions/OpenDSSDirect.jl,MIT,Cross-platform Julia interface to OpenDSS.,https://github.com/dss-extensions/OpenDSSDirect.jl,https://dss-extensions.org/,2015-12-30 20:40:07,2024-10-30 03:12:01.000,2024-10-30 02:29:29,290.0,6.0,12.0,29.0,8.0,12,True,https://dss-extensions.org/OpenDSSDirect.jl/,6.0,62.0,35.0,2024-10-30 03:10:57.000,0.9.9,23.0,,,,,,,,,,,,,,,3.0,,,,,,,
112,PyPSA-Distribution,steady-state,"['gha', 'python', 'volunteer']",,pypsa-meets-earth/pypsa-distribution,GPL-3,Multi-energy model for small scale applications in high spatial and temporal resolution.,https://github.com/pypsa-meets-earth/pypsa-distribution,https://pypsa-meets-earth.github.io/,2022-05-29 15:03:11,2026-01-26 18:59:29.000,2026-01-26 18:59:29,323.0,13.0,18.0,28.0,7.0,12,True,https://pypsa-distribution.readthedocs.io/,4.0,55.0,9.0,2025-12-31 18:44:21.000,0.0.2,2.0,9.0,,,,,,,,,,,,,,3.0,,,,,,,
113,AltDSS-Python,intf,"['gha', 'pypi', 'python', 'jupyter']",,dss-extensions/AltDSS-Python,BSD-3,Modern Python bindings for an alternative implementation of OpenDSS.,https://github.com/dss-extensions/AltDSS-Python,https://dss-extensions.org/,2023-11-10 01:17:41,2024-03-29 05:48:06.000,2024-03-29 05:44:37,466.0,1.0,9.0,18.0,,12,True,https://dss-extensions.org/AltDSS-Python/,2.0,,2.0,2024-03-29 06:29:57.000,0.2.4,10.0,,altdss,,,1108.0,15.0,13.0,https://pypi.org/project/altdss,2024-03-29 05:48:06.000,2.0,1108.0,,,,3.0,,,,,,,
114,OpenDER,phasor,"['pypi', 'jupyter', 'python', 'c', 'non-profit']",,epri-dev/OpenDER,BSD-3,Inverter-based DER simulation.,https://github.com/epri-dev/OpenDER,https://www.epri.com/OpenDER,2022-04-26 22:09:28,2025-06-23 15:15:40.000,2025-04-15 17:33:02,125.0,29.0,,68.0,2.0,11,True,,17.0,14.0,1.0,2025-04-15 17:34:05.000,2.2,15.0,,opender,,,428.0,3.0,3.0,https://pypi.org/project/opender,2025-04-13 13:19:28.000,,428.0,,,,3.0,,,,,,,
115,PowerSystemsInvestmentsPortfolios.jl,steady-state,"['gha', 'julia', 'lab']",,NREL-Sienna/PowerSystemsInvestmentsPortfolios.jl,BSD-3,Data models for Power Systems investment models; NREL Sienna.,https://github.com/NREL-Sienna/PowerSystemsInvestmentsPortfolios.jl,https://www.nrel.gov/analysis/sienna.html,2024-02-29 21:31:12,2026-01-27 06:25:58.000,2026-01-22 17:32:07,36.0,9.0,14.0,14.0,7.0,11,True,https://nrel-sienna.github.io/PowerSystemsInvestmentsPortfolios.jl/stable,3.0,25.0,40.0,2026-01-25 17:32:26.000,0.1.0,1.0,7.0,,,,,,,,,,,,,,3.0,2.0,,,,,,
116,cimpyorm,intf,"['gha', 'python', 'pypi', 'university']",,RWTH-IAEW/cimpyorm,BSD-3.0,Python ORM middleware for IEC CIM and CGMES datasets.,https://github.com/RWTH-IAEW/cimpyorm,https://github.com/RWTH-IAEW/cimpyorm,2019-01-17 11:51:43,2024-05-15 14:28:13.000,2023-10-19 16:12:01,82.0,5.0,1.0,12.0,5.0,11,True,,3.0,17.0,2.0,2023-10-19 16:13:58.000,0.10.1,52.0,,cimpyorm,,,4973.0,4.0,4.0,https://pypi.org/project/cimpyorm,2023-10-19 16:13:58.000,,4973.0,,,,3.0,,,,,,,
117,LTB AGVis,vis,"['pypi', 'python', 'university']",,CURENT/agvis,GPL-3.0,Geographical Visualization for Power Grid; CURENT LTB.,https://github.com/CURENT/agvis,https://ltb.curent.org/,2019-08-30 19:15:27,2024-12-03 19:07:50.000,2024-06-07 19:51:43,503.0,7.0,9.0,8.0,10.0,11,True,https://agvis.readthedocs.io/en/latest/,,48.0,16.0,2024-06-07 18:28:30.000,4.0.0,2.0,,agvis,,18.0,42.0,3.0,3.0,https://pypi.org/project/agvis,2024-06-07 18:28:30.000,,42.0,,,,3.0,,,,,,,
118,DSSData,steady-state,"['gha', 'pypi', 'python']",,felipemarkson/dssdata,MIT,A micro-framework for simulation and data analysis of distribution systems modeled on OpenDSS.,https://github.com/felipemarkson/dssdata,https://github.com/felipemarkson/dssdata,2020-03-27 20:15:33,2023-04-10 13:02:09.000,2023-04-10 13:02:03,186.0,3.0,5.0,17.0,2.0,10,True,https://felipemarkson.github.io/dssdata/,2.0,64.0,31.0,2023-04-10 12:47:00.587,0.2.0,10.0,,dssdata,,56.0,51.0,2.0,2.0,https://pypi.org/project/dssdata,2023-01-24 14:40:53.571,,51.0,,,,3.0,,,,,,,
119,mhi-pscad,intf,"['pypi', 'python', 'for-profit']",,,BSD-3,PSCAD Automation library.,,https://www.pscad.com/,,2025-11-21 16:49:13.000,,,,,,,10,True,https://www.pscad.com/webhelp-v501-al/index.html,,,,2025-09-11 15:52:48.000,3.0.10,34.0,,mhi-pscad,,,3353.0,2.0,,https://pypi.org/project/mhi-pscad,2025-11-21 16:49:13.000,2.0,3353.0,,,,3.0,,,,,,,
120,DeepSolar,data,"['python', 'university']",,wangzhecheng/DeepSolar,MIT,Houseshold-level solar panel identification with deep learning.,https://github.com/wangzhecheng/DeepSolar,https://deepsolar.web.app,2017-06-24 23:09:16,2023-03-24 22:39:39.000,2019-03-26 09:03:56,16.0,71.0,13.0,261.0,2.0,9,True,,21.0,15.0,4.0,,,,,,,,,,,,,,,,,,3.0,,,,,,,
121,RLGC,mrl,"['python', 'jupyter', 'lab']",,RLGC-Project/RLGC,BSD,RL for Grid Control (RLGC).,https://github.com/RLGC-Project/RLGC,https://github.com/RLGC-Project/RLGC,2018-12-03 19:07:39,2022-04-08 07:14:43.000,2022-04-08 07:12:43,90.0,31.0,5.0,135.0,4.0,9,True,,3.0,3.0,10.0,2020-12-23 06:10:29.000,V1.0.0_RC,2.0,,,,,,,,,,,,,,,2.0,,,,,,,
122,PowerMCP,llm,"['python', 'university']",,Power-Agent/PowerMCP,MIT,Collection of MCP servers for power system software.,https://github.com/Power-Agent/PowerMCP,https://power-agent.github.io,2025-04-15 22:46:40,2026-01-14 17:14:39.000,2026-01-14 17:14:39,79.0,24.0,1.0,81.0,6.0,9,True,,3.0,11.0,1.0,,,,9.0,,,,,,,,,,,,,,1.0,,,,,,,
123,EV-EcoSim,steady-state,"['gha', 'python', 'university']",,ebalogun01/EV-EcoSim/,MIT,A grid-aware co-simulation platform for the design and optimization of EV Charging Infrastructure.,https://github.com/ebalogun01/EV-EcoSim,https://github.com/ebalogun01/EV-EcoSim,2021-01-13 18:55:38,2024-04-19 05:40:52.000,2024-04-19 05:40:52,509.0,5.0,9.0,26.0,,9,True,https://ebalogun01.github.io/EV-EcoSim/,2.0,33.0,63.0,,,,,,,,,,,,,,,,,,3.0,,,,,,,
124,ParaEMT,emt,"['python', 'lab']",,NREL/ParaEMT_public,BSD-3,Parallel EMT simulation.,https://github.com/NatLabRockies/ParaEMT_public,https://github.com/NatLabRockies/ParaEMT_public,2023-06-08 12:43:21,2026-01-15 20:05:30.000,2026-01-15 20:05:30,137.0,38.0,4.0,82.0,4.0,8,True,,7.0,9.0,1.0,,,,1.0,,,,,,,,,,,,,,3.0,,,,,,,NatLabRockies/ParaEMT_public
125,PyPSA MCP,llm,"['python', 'pypi', 'volunteer']",,cdgaete/pypsa-mcp,MIT,PyPSA Energy Modeling for LLMs.,https://github.com/cdgaete/pypsa-mcp,https://github.com/cdgaete/pypsa-mcp,2025-04-22 06:42:57,2025-04-22 21:33:35.000,2025-04-22 21:33:29,16.0,4.0,,45.0,2.0,8,True,,1.0,,,2025-04-22 21:10:20.000,0.1.3,4.0,,pypsamcp,,5.0,42.0,,,https://pypi.org/project/pypsamcp,2025-04-22 21:10:20.000,,42.0,,,,2.0,,,,,,,
126,PowerSAS.m,phasor,"['octave', 'lab']",,ANL-CEEESA/powersas.m,BSD-3,Power grid analysis framework based on semi-analytical solutions.,https://github.com/ANL-CEEESA/powersas.m,https://github.com/ANL-CEEESA/powersas.m,2021-12-10 21:25:47,2024-01-05 12:21:48.000,2024-01-05 12:21:48,75.0,6.0,1.0,21.0,4.0,8,True,https://powersasm.readthedocs.io/en/latest/index.html,,6.0,,,,,,,,,,,,,,,,,,,3.0,,,,,,,
127,PowerSystemsInvestments.jl,steady-state,"['gha', 'julia', 'lab']",,NREL-Sienna/PowerSystemsInvestments.jl,BSD-3,Power Systems investment models; NREL Sienna.,https://github.com/NREL-Sienna/PowerSystemsInvestments.jl,https://www.nrel.gov/analysis/sienna.html,2024-02-29 21:28:33,2026-01-13 01:20:44.000,2025-07-21 21:37:44,20.0,14.0,29.0,21.0,4.0,8,True,https://nrel-sienna.github.io/PowerSystemsInvestments.jl/stable,5.0,22.0,5.0,,,,,,,,,,,,,,,,,,3.0,,,,,,,
128,CIMTool-Builders-Library,intf,"['gha', 'non-profit']",,CIMug-org/CIMTool-Builders-Library,Apache-2.0,Publically available XSLT builders.,https://github.com/cimug-org/CIMTool-Builders-Library,https://github.com/cimug-org/CIMTool-Builders-Library,2022-09-02 21:37:09,2025-11-21 17:15:45.000,2025-11-21 17:15:45,226.0,3.0,,10.0,5.0,8,True,https://cimtool-builders.ucaiug.io/,7.0,9.0,,,,,2.0,,,,,,,,,,,,,,3.0,,,,,,,
129,PowerFM,llm,['university'],,Power-Agent/PowerFM,MIT,Foundation models in the power and energy domain.,https://github.com/Power-Agent/PowerFM,https://power-agent.github.io,2025-04-15 22:51:17,2025-11-04 20:09:07.000,2025-11-04 20:09:05,11.0,2.0,,32.0,,7,True,,,,,,,,3.0,,,,,,,,,,,,,,3.0,,,,,,,
130,AMES - Version 5.0,steady-state,"['java', 'university', 'python']",,ames-market/AMES-V5.0,https://github.com/ames-market/AMES-V5.0/blob/master/LICENSE.rst,Wholesale Power Market Test Bed.,https://github.com/ames-market/AMES-V5.0,https://www2.econ.iastate.edu/tesfatsi/AMESMarketHome.htm,2020-08-03 08:54:08,2025-12-17 21:45:23.000,2025-12-17 21:57:50,121.0,7.0,3.0,30.0,3.0,7,True,https://www2.econ.iastate.edu/tesfatsi/AMESMarketProjectSetUpInfo.pdf,3.0,,,,,,1.0,,,,,,,,,,,,,,3.0,,,,,,,
131,DOPER,steady-state,"['gha', 'python', 'jupyter', 'lab']",,LBNL-ETA/DOPER,BSD-3,Distributed Optimal and Predictive Energy Resources.,https://github.com/LBNL-ETA/DOPER,https://github.com/LBNL-ETA/DOPER,2019-02-05 16:36:15,2025-01-30 23:57:36.000,2025-01-30 23:53:24,78.0,11.0,,21.0,3.0,7,True,,2.0,5.0,,,,,,,,,,,,,,,,,,,3.0,,,,,,,
132,COLIB,book,"['gha', 'volunteer']",False,CRESYM/colib0.github.io,CC-BY-4.0,Collaborative dynamic library.,https://github.com/CRESYM/colib0.github.io,https://colib.net/,2023-04-06 07:41:08,2025-05-13 08:16:29.000,2025-05-12 11:57:39,606.0,4.0,12.0,14.0,12.0,7,True,,2.0,156.0,116.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,
133,OptiVerse,ops,"['python', 'volunteer']",,feyntech-opt/OptiVerse,MIT,A library with innovative optimization solutions.,https://github.com/feyntech-opt/OptiVerse,https://www.opti-verse.org/,2024-06-16 02:40:23,2025-02-15 07:06:51.000,2025-02-15 07:06:51,69.0,12.0,,12.0,5.0,7,True,https://www.opti-verse.org/handbook/,,3.0,,,,,,,,,,,,,,,,,,,3.0,,,,,,,
134,DSS MATLAB,intf,"['gha', 'octave', 'volunteer']",,dss-extensions/dss_matlab,BSD-3,MATLAB interface to OpenDSS.,https://github.com/dss-extensions/dss_matlab,https://dss-extensions.org/,2018-07-23 03:17:34,2024-10-30 16:51:03.000,2024-10-30 16:43:11,62.0,2.0,7.0,11.0,,7,True,https://dss-extensions.org/dss-extensions/pascal/,2.0,,14.0,2024-10-30 17:03:32.000,0.14.3-1,19.0,,,,1255.0,14.0,,,,,,,,,,3.0,,,,,,,
135,MPNG,gasnet,"['octave', 'university']",,MATPOWER/mpng,BSD-3,Simulator for Optimal Power and Natural Gas Flow.,https://github.com/MATPOWER/mpng,https://matpower.org/,2019-09-27 19:49:43,2023-09-13 12:15:23.000,2023-09-13 12:15:23,65.0,5.0,,11.0,3.0,7,True,https://github.com/MATPOWER/mpng/blob/master/MPNG_User's_Manual/MPNG_Manual_V0.99a.pdf,3.0,2.0,,,,,,,,,,,,,,,,,,,3.0,,,,,,,
136,DSS Sharp,intf,"['gha', 'volunteer']",,dss-extensions/dss_sharp,BSD-3,C#/.NET wrapper library for DSS C-API.,https://github.com/dss-extensions/dss_sharp,https://dss-extensions.org/,2018-07-01 04:22:15,2024-03-15 04:51:26.000,2024-03-15 04:40:46,37.0,,3.0,10.0,,7,True,https://dss-extensions.org/dss-extensions/pascal/,2.0,1.0,12.0,2024-03-15 05:08:24.000,0.14.4,9.0,,,,56.0,0.0,3.0,3.0,,,,,,,,3.0,,,,,,,
137,PowerFlowAnalyzer,steady-state,"['octave', 'java', 'university']",,power-flow-analyzer/PowerFlowAnalyzer,Apache-2.0,Toolbox for power system analysis.,https://github.com/power-flow-analyzer/PowerFlowAnalyzer,https://github.com/power-flow-analyzer/PowerFlowAnalyzer,2019-04-01 20:04:10,2019-05-16 20:34:24.000,2019-05-16 20:34:21,651.0,1.0,,7.0,3.0,7,True,https://power-flow-analyzer.github.io/,,,,2019-04-28 17:41:46.000,2.3.0,1.0,,,,203.0,2.0,,,,,,,,,,3.0,,,,,,,
138,LTB DiME,msg,"['c', 'python', 'octave', 'university']",,CURENT/dime,GPL-3.0,Distributed Messaging Environment; CURENT LTB.,https://github.com/CURENT/dime,https://ltb.curent.org/,2020-04-29 20:36:10,2023-07-31 21:24:25.000,2023-07-31 21:24:15,531.0,2.0,13.0,3.0,4.0,7,True,https://ltbdime.readthedocs.io/en/latest/,4.0,11.0,35.0,,,,,,,,,,,,,,,,,,3.0,,,,,,,
