,name,category,labels,resource,github_id,license,description,github_url,homepage,created_at,updated_at,last_commit_pushed_at,commit_count,fork_count,open_issue_count,star_count,contributor_count,projectrank,show,docs_url,watchers_count,pr_count,closed_issue_count,latest_stable_release_published_at,latest_stable_release_number,release_count,recent_commit_count,pypi_id,conda_id,github_release_downloads,monthly_downloads,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,trending,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_pulls,dockerhub_stars,updated_github_id
89,Easy SimAuto,intf,"['pypi', 'python', 'university']",,mzy2240/ESA,Apache-2.0,Python interface to PowerWorld.,https://github.com/mzy2240/ESA,https://github.com/mzy2240/ESA,2019-10-08 21:37:23,2025-12-31 17:47:22.000,2025-12-31 17:47:22,667.0,14.0,17.0,49.0,13.0,16,True,https://mzy2240.github.io/ESA/html/index.html,4.0,19.0,85.0,2023-06-05 21:19:00.512,1.3.5,52.0,2.0,esa,,,1734.0,8.0,7.0,https://pypi.org/project/esa,2023-06-05 21:19:00.512,1.0,1734.0,,,,2.0,,,,,,,
90,PowerFlows.jl,steady-state,"['gha', 'julia', 'lab']",,NREL-Sienna/PowerFlows.jl,BSD-3,Collection of Power Flow solution; NREL Sienna.,https://github.com/NREL-Sienna/PowerFlows.jl,https://www.nrel.gov/analysis/sienna.html,2022-03-08 18:40:14,2026-02-05 16:16:07.000,2026-02-05 04:01:12,180.0,24.0,56.0,27.0,13.0,16,True,https://nrel-sienna.github.io/PowerFlows.jl/dev/,4.0,159.0,99.0,2025-12-10 01:53:19.000,0.13.1,21.0,28.0,,,,,,,,,,,,,,3.0,,,,,,,
91,Clarabel.jl,ops,"['gha', 'julia', 'university']",,oxfordcontrol/Clarabel.jl,Apache-2.0,Interior-point solver for convex conic optimisation in Julia.,https://github.com/oxfordcontrol/Clarabel.jl,https://github.com/oxfordcontrol/Clarabel.jl,2021-11-09 14:28:22,2026-01-05 09:04:40.000,2025-08-25 13:49:06,915.0,26.0,12.0,249.0,12.0,15,True,https://clarabel.org,4.0,152.0,61.0,2025-05-23 18:28:14.000,0.11.0,17.0,,,,,,,,,,,,,,,3.0,,,,,,,
92,PowerSimulationsDynamics.jl,phasor,"['gha', 'julia', 'lab']",,NREL-Sienna/PowerSimulationsDynamics.jl,BSD-3,Dynamic Power System simulations; NREL Sienna.,https://github.com/NREL-Sienna/PowerSimulationsDynamics.jl,https://www.nrel.gov/analysis/sienna.html,2020-07-16 19:36:16,2026-02-04 17:49:42.000,2025-11-10 05:50:54,2415.0,57.0,51.0,215.0,16.0,15,True,https://nrel-sienna.github.io/PowerSimulationsDynamics.jl/stable,9.0,250.0,94.0,2025-07-09 18:08:11.000,0.15.0,42.0,1.0,,,,,,,,,,,,,,2.0,,,,,,,
93,ReEDS-2.0,steady-state,"['python', 'gha', 'lab']",,NREL/ReEDS-2.0,GPL-3.0,Capacity planning and dispatch model.,https://github.com/NatLabRockies/ReEDS-2.0,https://www.nrel.gov/analysis/reeds/,2019-05-28 15:57:01,2026-02-05 18:36:30.000,2026-02-02 16:57:16,118.0,78.0,7.0,168.0,14.0,15,True,https://www.nrel.gov/docs/fy21osti/78195.pdf,130.0,51.0,23.0,2025-11-25 17:36:35.000,2025.7.0,16.0,6.0,,,,,,,,,,,,,,3.0,,,,,,,NatLabRockies/ReEDS-2.0
94,UnitCommitment.jl,steady-state,"['julia', 'gha', 'lab']",,ANL-CEEESA/UnitCommitment.jl,BSD-3,Optimization package for the Security-Constrained Unit Commitment Problem.,https://github.com/ANL-CEEESA/UnitCommitment.jl,https://github.com/ANL-CEEESA/UnitCommitment.jl,2020-05-13 15:18:42,2026-02-04 16:33:00.000,2026-01-28 21:03:50,378.0,34.0,3.0,133.0,7.0,15,True,https://anl-ceeesa.github.io/UnitCommitment.jl/,7.0,29.0,9.0,2025-11-27 15:16:26.000,0.4.2,9.0,40.0,,,,,,,,,,,,,,3.0,,,,,,,
95,ExaGO,steady-state,"['gha', 'jupyter', 'c', 'python', 'lab']",,pnnl/ExaGO,BSD-3,Large-scale power grid optimization.,https://github.com/pnnl/ExaGO,https://www.gridpath.io/,2023-08-02 21:05:34,2026-02-05 00:43:56.000,2026-02-01 19:41:23,1166.0,17.0,47.0,93.0,33.0,15,True,https://github.com/pnnl/ExaGO/blob/develop/docs/manual/manual.pdf,10.0,98.0,57.0,2023-10-25 18:01:10.000,1.6.0,1.0,10.0,,,,,,,,,,,,,,3.0,,,,,,,
96,dGen,dataman,"['gha', 'python', 'jupyter', 'lab']",,NREL/dgen,BSD-3,The Distributed Generation Market Demand (dGen) model.,https://github.com/NatLabRockies/dgen,https://github.com/NatLabRockies/dgen,2020-04-15 15:51:02,2026-01-23 00:17:19.000,2025-12-03 20:11:34,256.0,168.0,30.0,72.0,13.0,15,True,https://nrel.github.io/dgen/,15.0,32.0,21.0,2024-12-18 17:32:05.000,2.0.0,2.0,8.0,,,,,,,,,,,,,,3.0,,,,,,,NatLabRockies/dgen
97,ExaModels,opl,"['gha', 'julia', 'university']",,exanauts/ExaModels.jl,MIT,"An algebraic modeling and automatic differentiation tool in Julia Language, specialized for SIMD abstraction of..",https://github.com/exanauts/ExaModels.jl,https://github.com/exanauts/ExaModels.jl,2023-03-28 20:02:20,2026-02-05 00:17:27.000,2026-02-05 00:07:56,177.0,8.0,7.0,71.0,11.0,15,True,https://exanauts.github.io/ExaModels.jl/stable/,3.0,169.0,33.0,2025-12-15 20:37:36.000,0.9.3,12.0,16.0,,,,,,,,,,,,,,3.0,,,,,,,
98,powerfactory-tools,intf,"['pypi', 'python', 'university', 'jupyter', 'gha']",,ieeh-tu-dresden/powerfactory-tools,BSD-3,Python toolbox for control of DIgSILENT PowerFactory.,https://github.com/ieeh-tu-dresden/powerfactory-tools,https://github.com/ieeh-tu-dresden/powerfactory-tools,2022-08-31 07:29:54,2025-12-19 11:57:56.000,2025-12-19 11:57:56,155.0,8.0,18.0,42.0,4.0,15,True,,2.0,131.0,168.0,2025-12-03 08:59:32.000,3.3.1,24.0,3.0,ieeh-powerfactory-tools,,376.0,131.0,2.0,2.0,https://pypi.org/project/ieeh-powerfactory-tools,2025-12-03 08:59:27.000,,122.0,,,,2.0,,,,,,,
99,AltDSS/DSS C-API,intf,"['gha', 'volunteer']",,dss-extensions/dss_capi,BSD-3,a plain C interface to OpenDSS.,https://github.com/dss-extensions/dss_capi,https://dss-extensions.org/,2017-12-18 14:45:11,2025-10-26 23:31:43.000,2024-07-11 18:58:44,2411.0,15.0,16.0,37.0,8.0,15,True,https://dss-extensions.org/dss-extensions/pascal/,6.0,12.0,104.0,2024-03-29 04:28:39.000,0.14.5,68.0,,,,31604.0,329.0,,,,,,,,,,2.0,,,,,,,
100,Open RAO,steady-state,"['gha', 'java', 'non-profit']",,powsybl/powsybl-open-rao,MPL-2.0,Power systems coordinated capacity calculation and security analysis.,https://github.com/powsybl/powsybl-open-rao,https://www.powsybl.org,2018-11-22 10:41:50,2026-02-05 15:10:07.000,2026-01-29 11:09:37,1140.0,8.0,77.0,29.0,38.0,15,True,https://powsybl.readthedocs.io/projects/openrao/en/stable/?badge=stable,1.0,1412.0,145.0,2025-12-22 10:23:21.000,7.1.1,86.0,42.0,,,52.0,0.0,,,,,,,,,,3.0,,,,,,,
101,Xyce,phasor,"['pypi', 'conda', 'jupyter', 'python', 'lab']",,Xyce/Xyce,GPL-3,The Xyce Parallel Electronic Simulator.,https://github.com/Xyce/Xyce,https://xyce.sandia.gov/,2019-05-09 15:56:12,2026-01-26 18:14:22.000,2026-01-26 17:25:29,266.0,13.0,39.0,113.0,8.0,14,True,https://xyce.sandia.gov/documentation-tutorials/,12.0,12.0,78.0,2025-07-21 19:17:59.000,Release-7.10.0,14.0,52.0,xyce,vlsida-eda/xyce,1094.0,141.0,,,https://pypi.org/project/xyce,2022-01-05 14:07:36.000,,16.0,https://anaconda.org/vlsida-eda/xyce,2025-03-25 16:27:12.035,4171.0,3.0,,,,,,,
102,PyDSS,intf,"['gha', 'pypi', 'python', 'lab']",,NREL/PyDSS,BSD-3,A Python wrapper for OpenDSS.,https://github.com/NatLabRockies/PyDSS,https://www.nrel.gov/grid/pydss.html,2018-10-16 15:59:07,2026-02-05 15:59:06.000,2026-01-26 16:52:51,959.0,27.0,14.0,39.0,23.0,14,True,https://nrel.github.io/PyDSS/index.html,6.0,122.0,16.0,2024-05-29 18:05:37.000,3.1.7,21.0,1.0,pydss,,,38.0,2.0,2.0,https://pypi.org/project/pydss,2011-08-17 20:40:53.000,,38.0,,,,2.0,,,,,,,NatLabRockies/PyDSS
103,PowerGraphics.jl,vis,"['gha', 'julia', 'jupyter', 'lab']",,NREL-Sienna/powergraphics.jl,BSD-3,Visualization for PowerSimulations; NREL Sienna.,https://github.com/NREL-Sienna/PowerGraphics.jl,https://www.nrel.gov/analysis/sienna.html,2020-02-19 23:29:27,2026-02-05 03:49:35.000,2025-12-08 14:58:17,607.0,19.0,17.0,32.0,11.0,14,True,https://nrel-sienna.github.io/PowerGraphics.jl/stable/,7.0,88.0,24.0,2025-12-08 15:22:55.000,0.21.0,44.0,4.0,,,,,,,,,,,,,,3.0,,,,,,,
104,matpower-pip,intf,"['gha', 'pypi', 'python', 'university']",,yasirroni/matpower-pip,MIT,Easy Python Access to MATPOWER.,https://github.com/yasirroni/matpower-pip,https://github.com/yasirroni/matpower-pip,2021-12-27 15:47:13,2026-01-16 00:00:45.000,2026-01-12 19:26:49,213.0,3.0,7.0,26.0,2.0,14,True,,2.0,12.0,15.0,2024-06-12 17:51:04.000,2.1.8,25.0,3.0,matpower,,,285.0,13.0,11.0,https://pypi.org/project/matpower,2025-09-14 22:49:05.000,2.0,285.0,,,,2.0,,,,,,,
105,KVXOPT,opl,"['gha', 'pypi', 'conda', 'python', 'volunteer']",,sanurielf/kvxopt,GPL-3,CVXOPT with more wrappers suite-sparse.,https://github.com/kvxopt/kvxopt,https://github.com/kvxopt/kvxopt,2014-03-17 19:08:31,2025-10-29 14:57:07.859,2025-10-26 16:38:19,303.0,1.0,,13.0,16.0,14,True,https://sanurielf.github.io/kvxopt/userguide/,2.0,8.0,7.0,2025-10-26 15:10:51.000,1.3.2.3,21.0,,kvxopt,conda-forge/kvxopt,,10598.0,46.0,32.0,https://pypi.org/project/kvxopt,2025-10-26 17:35:06.000,14.0,2875.0,https://anaconda.org/conda-forge/kvxopt,2025-10-29 14:57:07.859,401606.0,3.0,,,,,,,kvxopt/kvxopt
106,PowerSystems,phasor,"['modelica', 'non-profit']",,modelica-3rdparty/PowerSystems,https://modelica.org/licenses/ModelicaLicense2/,Modelica 3rd party library for electrical power systems.,https://github.com/modelica-3rdparty/PowerSystems,https://github.com/modelica-3rdparty/PowerSystems,2013-04-19 08:46:45,2024-05-07 09:11:07.000,2024-05-07 08:58:45,190.0,37.0,14.0,76.0,10.0,13,True,https://build.openmodelica.org/Documentation/PowerSystems.html,29.0,17.0,27.0,2024-05-07 09:11:07.000,2.0.0,7.0,,,,,,,,,,,,,,,3.0,,,,,,,
107,EnergyDataModel,data,"['pypi', 'python', 'jupyter', 'gha', 'for-profit']",,rebase-energy/EnergyDataModel,MIT,Represent energy systems as Python data classes.,https://github.com/rebase-energy/EnergyDataModel,https://www.energydatamodel.org/,2023-12-23 11:12:27,2025-10-05 07:52:33.000,2025-04-07 08:14:27,97.0,5.0,1.0,69.0,3.0,12,True,https://docs.energydatamodel.org/en/latest/,4.0,2.0,,2025-10-05 07:52:33.000,0.0.4,4.0,,energydatamodel,,,82.0,2.0,,https://pypi.org/project/energydatamodel,2025-10-05 07:52:33.000,2.0,82.0,,,,3.0,,,,,,,
108,CIMTool,intf,"['gha', 'java', 'non-profit']",,CIMug-org/CIMTool,LGPL-2.1,CIMugs CIMTool for the CIM.,https://github.com/cimug-org/CIMTool,https://github.com/cimug-org/CIMTool,2020-04-14 18:23:49,2025-10-01 20:42:19.000,2025-05-05 17:00:29,485.0,9.0,42.0,64.0,17.0,12,True,http://cimtool.ucaiug.io/,15.0,110.0,78.0,2024-10-02 05:23:38.000,2.2.0,12.0,,,,3212.0,46.0,,,,,,,,,,3.0,,,,,,,
109,MOST,steady-state,"['gha', 'octave', 'university']",,MATPOWER/most,BSD-3,MATPOWER Optimal Scheduling Tool.,https://github.com/MATPOWER/most,https://matpower.org/,2016-12-16 19:10:43,2025-07-12 21:36:49.000,2025-07-12 21:01:12,246.0,14.0,8.0,38.0,,12,True,https://github.com/MATPOWER/most/blob/master/docs/MOST-manual.pdf,4.0,9.0,37.0,2025-07-12 21:38:08.000,1.3.1,6.0,,,,,,,,,,,,,,,3.0,,,,,,,
110,grg-pssedata,intf,"['pypi', 'python', 'lab']",,lanl-ansi/grg-pssedata,BSD-3,Python tools for working with PSSE v33 data files.,https://github.com/lanl-ansi/grg-pssedata,https://github.com/lanl-ansi/grg-pssedata,2018-05-26 20:24:25,2020-12-15 03:35:19.000,2020-12-14 22:39:36,35.0,15.0,3.0,33.0,3.0,12,True,https://grg-pssedata.readthedocs.io/en/stable/,5.0,5.0,10.0,2020-12-15 03:35:19.000,0.1.4,7.0,,grg-pssedata,,,27.0,8.0,7.0,https://pypi.org/project/grg-pssedata,2020-12-15 03:35:19.000,1.0,27.0,,,,3.0,,,,,,,
111,OpenDSSDirect.jl,intf,"['gha', 'julia', 'volunteer']",,dss-extensions/OpenDSSDirect.jl,MIT,Cross-platform Julia interface to OpenDSS.,https://github.com/dss-extensions/OpenDSSDirect.jl,https://dss-extensions.org/,2015-12-30 20:40:07,2024-10-30 03:12:01.000,2024-10-30 02:29:29,290.0,6.0,12.0,29.0,8.0,12,True,https://dss-extensions.org/OpenDSSDirect.jl/,6.0,62.0,35.0,2024-10-30 03:10:57.000,0.9.9,23.0,,,,,,,,,,,,,,,3.0,,,,,,,
112,PyPSA-Distribution,steady-state,"['gha', 'python', 'volunteer']",,pypsa-meets-earth/pypsa-distribution,GPL-3,Multi-energy model for small scale applications in high spatial and temporal resolution.,https://github.com/pypsa-meets-earth/pypsa-distribution,https://pypsa-meets-earth.github.io/,2022-05-29 15:03:11,2026-01-26 18:59:29.000,2026-01-26 18:59:29,323.0,13.0,18.0,28.0,7.0,12,True,https://pypsa-distribution.readthedocs.io/,4.0,55.0,9.0,2025-12-31 18:44:21.000,0.0.2,2.0,8.0,,,,,,,,,,,,,,3.0,,,,,,,
113,AltDSS-Python,intf,"['gha', 'pypi', 'python', 'jupyter']",,dss-extensions/AltDSS-Python,BSD-3,Modern Python bindings for an alternative implementation of OpenDSS.,https://github.com/dss-extensions/AltDSS-Python,https://dss-extensions.org/,2023-11-10 01:17:41,2024-03-29 05:48:06.000,2024-03-29 05:44:37,466.0,1.0,9.0,18.0,,12,True,https://dss-extensions.org/AltDSS-Python/,2.0,,2.0,2024-03-29 06:29:57.000,0.2.4,10.0,,altdss,,,1380.0,15.0,13.0,https://pypi.org/project/altdss,2024-03-29 05:48:06.000,2.0,1380.0,,,,3.0,,,,,,,
114,OpenDER,phasor,"['pypi', 'jupyter', 'python', 'c', 'non-profit']",,epri-dev/OpenDER,BSD-3,Inverter-based DER simulation.,https://github.com/epri-dev/OpenDER,https://www.epri.com/OpenDER,2022-04-26 22:09:28,2025-06-23 15:15:40.000,2025-04-15 17:33:02,125.0,29.0,,69.0,2.0,11,True,,17.0,14.0,1.0,2025-04-15 17:34:05.000,2.2,15.0,,opender,,,574.0,3.0,3.0,https://pypi.org/project/opender,2025-04-13 13:19:28.000,,574.0,,,,3.0,,,,,,,
115,PowerSystemsInvestmentsPortfolios.jl,steady-state,"['gha', 'julia', 'lab']",,NREL-Sienna/PowerSystemsInvestmentsPortfolios.jl,BSD-3,Data models for Power Systems investment models; NREL Sienna.,https://github.com/NREL-Sienna/PowerSystemsInvestmentsPortfolios.jl,https://www.nrel.gov/analysis/sienna.html,2024-02-29 21:31:12,2026-02-03 20:31:53.000,2026-01-22 17:32:07,36.0,9.0,14.0,14.0,7.0,11,True,https://nrel-sienna.github.io/PowerSystemsInvestmentsPortfolios.jl/stable,3.0,25.0,40.0,2026-01-25 17:32:26.000,0.1.0,1.0,7.0,,,,,,,,,,,,,,3.0,,,,,,,
116,cimpyorm,intf,"['gha', 'python', 'pypi', 'university']",,RWTH-IAEW/cimpyorm,BSD-3.0,Python ORM middleware for IEC CIM and CGMES datasets.,https://github.com/RWTH-IAEW/cimpyorm,https://github.com/RWTH-IAEW/cimpyorm,2019-01-17 11:51:43,2024-05-15 14:28:13.000,2023-10-19 16:12:01,82.0,5.0,1.0,12.0,5.0,11,True,,3.0,17.0,2.0,2023-10-19 16:13:58.000,0.10.1,52.0,,cimpyorm,,,5373.0,4.0,4.0,https://pypi.org/project/cimpyorm,2023-10-19 16:13:58.000,,5373.0,,,,3.0,,,,,,,
117,LTB AGVis,vis,"['pypi', 'python', 'university']",,CURENT/agvis,GPL-3.0,Geographical Visualization for Power Grid; CURENT LTB.,https://github.com/CURENT/agvis,https://ltb.curent.org/,2019-08-30 19:15:27,2024-12-03 19:07:50.000,2024-06-07 19:51:43,503.0,7.0,9.0,8.0,10.0,11,True,https://agvis.readthedocs.io/en/latest/,,48.0,16.0,2024-06-07 18:28:30.000,4.0.0,2.0,,agvis,,18.0,55.0,3.0,3.0,https://pypi.org/project/agvis,2024-06-07 18:28:30.000,,55.0,,,,3.0,,,,,,,
118,DSSData,steady-state,"['gha', 'pypi', 'python']",,felipemarkson/dssdata,MIT,A micro-framework for simulation and data analysis of distribution systems modeled on OpenDSS.,https://github.com/felipemarkson/dssdata,https://github.com/felipemarkson/dssdata,2020-03-27 20:15:33,2023-04-10 13:02:09.000,2023-04-10 13:02:03,186.0,3.0,5.0,17.0,2.0,10,True,https://felipemarkson.github.io/dssdata/,2.0,64.0,31.0,2023-04-10 12:47:00.587,0.2.0,10.0,,dssdata,,56.0,73.0,2.0,2.0,https://pypi.org/project/dssdata,2023-01-24 14:40:53.571,,73.0,,,,3.0,,,,,,,
119,DeepSolar,data,"['python', 'university']",,wangzhecheng/DeepSolar,MIT,Houseshold-level solar panel identification with deep learning.,https://github.com/wangzhecheng/DeepSolar,https://deepsolar.web.app,2017-06-24 23:09:16,2023-03-24 22:39:39.000,2019-03-26 09:03:56,16.0,71.0,13.0,262.0,2.0,9,True,,21.0,15.0,4.0,,,,,,,,,,,,,,,,,,3.0,,,,,,,
120,RLGC,mrl,"['python', 'jupyter', 'lab']",,RLGC-Project/RLGC,BSD,RL for Grid Control (RLGC).,https://github.com/RLGC-Project/RLGC,https://github.com/RLGC-Project/RLGC,2018-12-03 19:07:39,2022-04-08 07:14:43.000,2022-04-08 07:12:43,90.0,31.0,5.0,135.0,4.0,9,True,,3.0,3.0,10.0,2020-12-23 06:10:29.000,V1.0.0_RC,2.0,,,,,,,,,,,,,,,2.0,,,,,,,
121,PowerMCP,llm,"['python', 'university']",,Power-Agent/PowerMCP,MIT,Collection of MCP servers for power system software.,https://github.com/Power-Agent/PowerMCP,https://power-agent.github.io,2025-04-15 22:46:40,2026-01-14 17:14:39.000,2026-01-14 17:14:39,79.0,24.0,1.0,83.0,6.0,9,True,,3.0,11.0,1.0,,,,9.0,,,,,,,,,,,,,,1.0,,,,,,,
122,EV-EcoSim,steady-state,"['gha', 'python', 'university']",,ebalogun01/EV-EcoSim/,MIT,A grid-aware co-simulation platform for the design and optimization of EV Charging Infrastructure.,https://github.com/ebalogun01/EV-EcoSim,https://github.com/ebalogun01/EV-EcoSim,2021-01-13 18:55:38,2024-04-19 05:40:52.000,2024-04-19 05:40:52,509.0,5.0,9.0,26.0,,9,True,https://ebalogun01.github.io/EV-EcoSim/,2.0,33.0,63.0,,,,,,,,,,,,,,,,,,3.0,,,,,,,
123,mhi-pscad,intf,"['pypi', 'python', 'for-profit']",,,BSD-3,PSCAD Automation library.,,https://www.pscad.com/,,2025-11-21 16:49:13.000,,,,,,,9,True,https://www.pscad.com/webhelp-v501-al/index.html,,,,2025-09-11 15:52:48.000,3.0.10,34.0,,mhi-pscad,,,4169.0,2.0,,https://pypi.org/project/mhi-pscad,2025-11-21 16:49:13.000,2.0,4169.0,,,,3.0,,,,,,,
124,ParaEMT,emt,"['python', 'lab']",,NREL/ParaEMT_public,BSD-3,Parallel EMT simulation.,https://github.com/NatLabRockies/ParaEMT_public,https://github.com/NatLabRockies/ParaEMT_public,2023-06-08 12:43:21,2026-01-15 20:05:30.000,2026-01-15 20:05:30,137.0,38.0,4.0,85.0,4.0,8,True,,7.0,9.0,1.0,,,,1.0,,,,,,,,,,,,,,3.0,,,,,,,NatLabRockies/ParaEMT_public
125,PyPSA MCP,llm,"['python', 'pypi', 'volunteer']",,cdgaete/pypsa-mcp,MIT,PyPSA Energy Modeling for LLMs.,https://github.com/cdgaete/pypsa-mcp,https://github.com/cdgaete/pypsa-mcp,2025-04-22 06:42:57,2025-04-22 21:33:35.000,2025-04-22 21:33:29,16.0,4.0,,45.0,2.0,8,True,,1.0,,,2025-04-22 21:10:20.000,0.1.3,4.0,,pypsamcp,,5.0,37.0,,,https://pypi.org/project/pypsamcp,2025-04-22 21:10:20.000,,37.0,,,,2.0,,,,,,,
126,PowerSAS.m,phasor,"['octave', 'lab']",,ANL-CEEESA/powersas.m,BSD-3,Power grid analysis framework based on semi-analytical solutions.,https://github.com/ANL-CEEESA/powersas.m,https://github.com/ANL-CEEESA/powersas.m,2021-12-10 21:25:47,2024-01-05 12:21:48.000,2024-01-05 12:21:48,75.0,6.0,1.0,21.0,4.0,8,True,https://powersasm.readthedocs.io/en/latest/index.html,,6.0,,,,,,,,,,,,,,,,,,,3.0,,,,,,,
127,PowerSystemsInvestments.jl,steady-state,"['gha', 'julia', 'lab']",,NREL-Sienna/PowerSystemsInvestments.jl,BSD-3,Power Systems investment models; NREL Sienna.,https://github.com/NREL-Sienna/PowerSystemsInvestments.jl,https://www.nrel.gov/analysis/sienna.html,2024-02-29 21:28:33,2026-01-13 01:20:44.000,2025-07-21 21:37:44,20.0,14.0,29.0,21.0,4.0,8,True,https://nrel-sienna.github.io/PowerSystemsInvestments.jl/stable,5.0,22.0,5.0,,,,,,,,,,,,,,,,,,3.0,,,,,,,
128,AMES - Version 5.0,steady-state,"['java', 'university', 'python']",,ames-market/AMES-V5.0,https://github.com/ames-market/AMES-V5.0/blob/master/LICENSE.rst,Wholesale Power Market Test Bed.,https://github.com/ames-market/AMES-V5.0,https://www2.econ.iastate.edu/tesfatsi/AMESMarketHome.htm,2020-08-03 08:54:08,2026-02-02 23:36:15.000,2026-02-03 00:01:26,122.0,7.0,3.0,30.0,3.0,7,True,https://www2.econ.iastate.edu/tesfatsi/AMESMarketProjectSetUpInfo.pdf,3.0,,,,,,2.0,,,,,,,,,,,,,,3.0,,,,,,,
129,DOPER,steady-state,"['gha', 'python', 'jupyter', 'lab']",,LBNL-ETA/DOPER,BSD-3,Distributed Optimal and Predictive Energy Resources.,https://github.com/LBNL-ETA/DOPER,https://github.com/LBNL-ETA/DOPER,2019-02-05 16:36:15,2025-01-30 23:57:36.000,2025-01-30 23:53:24,78.0,11.0,,22.0,3.0,7,True,,2.0,5.0,,,,,,,,,,,,,,,,,,,3.0,,,,,,,
130,COLIB,book,"['gha', 'volunteer']",False,CRESYM/colib0.github.io,CC-BY-4.0,Collaborative dynamic library.,https://github.com/CRESYM/colib0.github.io,https://colib.net/,2023-04-06 07:41:08,2025-05-13 08:16:29.000,2025-05-12 11:57:39,606.0,4.0,12.0,14.0,12.0,7,True,,2.0,156.0,116.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,
131,OptiVerse,ops,"['python', 'volunteer']",,feyntech-opt/OptiVerse,MIT,A library with innovative optimization solutions.,https://github.com/feyntech-opt/OptiVerse,https://www.opti-verse.org/,2024-06-16 02:40:23,2025-02-15 07:06:51.000,2025-02-15 07:06:51,69.0,12.0,,12.0,5.0,7,True,https://www.opti-verse.org/handbook/,,3.0,,,,,,,,,,,,,,,,,,,3.0,,,,,,,
132,DSS MATLAB,intf,"['gha', 'octave', 'volunteer']",,dss-extensions/dss_matlab,BSD-3,MATLAB interface to OpenDSS.,https://github.com/dss-extensions/dss_matlab,https://dss-extensions.org/,2018-07-23 03:17:34,2024-10-30 16:51:03.000,2024-10-30 16:43:11,62.0,2.0,7.0,11.0,,7,True,https://dss-extensions.org/dss-extensions/pascal/,2.0,,14.0,2024-10-30 17:03:32.000,0.14.3-1,19.0,,,,1261.0,14.0,,,,,,,,,,3.0,,,,,,,
133,MPNG,gasnet,"['octave', 'university']",,MATPOWER/mpng,BSD-3,Simulator for Optimal Power and Natural Gas Flow.,https://github.com/MATPOWER/mpng,https://matpower.org/,2019-09-27 19:49:43,2023-09-13 12:15:23.000,2023-09-13 12:15:23,65.0,5.0,,11.0,3.0,7,True,https://github.com/MATPOWER/mpng/blob/master/MPNG_User's_Manual/MPNG_Manual_V0.99a.pdf,3.0,2.0,,,,,,,,,,,,,,,,,,,3.0,,,,,,,
134,CIMTool-Builders-Library,intf,"['gha', 'non-profit']",,CIMug-org/CIMTool-Builders-Library,Apache-2.0,Publically available XSLT builders.,https://github.com/cimug-org/CIMTool-Builders-Library,https://github.com/cimug-org/CIMTool-Builders-Library,2022-09-02 21:37:09,2025-11-21 17:15:45.000,2025-11-21 17:15:45,226.0,3.0,,10.0,5.0,7,True,https://cimtool-builders.ucaiug.io/,7.0,9.0,,,,,2.0,,,,,,,,,,,,,,3.0,,,,,,,
135,DSS Sharp,intf,"['gha', 'volunteer']",,dss-extensions/dss_sharp,BSD-3,C#/.NET wrapper library for DSS C-API.,https://github.com/dss-extensions/dss_sharp,https://dss-extensions.org/,2018-07-01 04:22:15,2024-03-15 04:51:26.000,2024-03-15 04:40:46,37.0,,3.0,10.0,,7,True,https://dss-extensions.org/dss-extensions/pascal/,2.0,1.0,12.0,2024-03-15 05:08:24.000,0.14.4,9.0,,,,56.0,0.0,3.0,3.0,,,,,,,,3.0,,,,,,,
136,PowerFlowAnalyzer,steady-state,"['octave', 'java', 'university']",,power-flow-analyzer/PowerFlowAnalyzer,Apache-2.0,Toolbox for power system analysis.,https://github.com/power-flow-analyzer/PowerFlowAnalyzer,https://github.com/power-flow-analyzer/PowerFlowAnalyzer,2019-04-01 20:04:10,2019-05-16 20:34:24.000,2019-05-16 20:34:21,651.0,1.0,,7.0,3.0,7,True,https://power-flow-analyzer.github.io/,,,,2019-04-28 17:41:46.000,2.3.0,1.0,,,,203.0,2.0,,,,,,,,,,3.0,,,,,,,
137,LTB DiME,msg,"['c', 'python', 'octave', 'university']",,CURENT/dime,GPL-3.0,Distributed Messaging Environment; CURENT LTB.,https://github.com/CURENT/dime,https://ltb.curent.org/,2020-04-29 20:36:10,2023-07-31 21:24:25.000,2023-07-31 21:24:15,531.0,2.0,13.0,3.0,4.0,7,True,https://ltbdime.readthedocs.io/en/latest/,4.0,11.0,35.0,,,,,,,,,,,,,,,,,,3.0,,,,,,,
138,P-V Curve LLM,llm,"['python', 'university']",,CURENT/pv-curve-llm,MIT,Using LLMs in Power-Voltage Curves for Voltage Stability analysis.,https://github.com/CURENT/pv-curve-llm,https://ltb.curent.org/,2025-06-30 14:39:51,2026-02-04 05:24:30.000,2026-01-28 15:10:30,84.0,1.0,,2.0,4.0,7,True,,,7.0,,,,,25.0,,,,,,,,,,,,,,3.0,,,,,,,
139,PowerFM,llm,['university'],,Power-Agent/PowerFM,MIT,Foundation models in the power and energy domain.,https://github.com/Power-Agent/PowerFM,https://power-agent.github.io,2025-04-15 22:51:17,2025-11-04 20:09:07.000,2025-11-04 20:09:05,11.0,2.0,,33.0,,6,True,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,
